   3.4318812e+00  -2.6033164e-01
  -8.5776297e-01   1.0745225e+00
   8.5871788e-02  -1.0540882e+00
   4.7372916e-01   1.0775147e+00
  -2.6720172e+00  -5.4347061e-01
   3.8454508e+00   1.6071830e-02
  -2.9649328e+00   4.3335882e-01
   5.6639231e-01  -1.0806140e+00
   3.3367788e-02   1.0527958e+00
  -7.1258965e-01  -1.0807469e+00
   3.2587658e+00   3.2527889e-01
  -3.8221883e+00   5.7980732e-02
   2.2245747e+00  -7.1618098e-01
  -3.7325007e-01   1.0719793e+00
  -1.5506543e-01  -1.0572802e+00
   1.1029858e+00   1.0484936e+00
  -3.5965557e+00  -1.9347528e-01
   3.7077888e+00  -1.4026826e-01
  -1.4254761e+00   9.8402421e-01
   2.2550881e-01  -1.0617354e+00
   2.8949817e-01   1.0662490e+00
  -1.7693455e+00  -8.8241256e-01
   3.7729859e+00   1.0077505e-01
  -3.4667504e+00   2.4679222e-01
   8.9743389e-01  -1.0716582e+00
  -9.8460731e-02   1.0545538e+00
  -4.5381720e-01  -1.0765784e+00
   2.5945531e+00   5.7314529e-01
  -3.8431482e+00  -2.3717337e-02
   3.0259911e+00  -4.1080648e-01
  -5.9076627e-01   1.0810574e+00
  -2.1020020e-02  -1.0526540e+00
   6.8265731e-01   1.0812249e+00
   2.5288811e+00  -5.9206529e-01
  -4.2832985e-01   1.0485109e+00
  -1.8462299e-01  -1.0229742e+00
   1.3524155e+00   9.9384663e-01
  -3.6673857e+00  -1.3368910e-01
   3.3737333e+00  -2.6921896e-01
  -8.0623753e-01   1.0631143e+00
   2.4696555e-02  -1.0140515e+00
   6.9261378e-01   1.0638887e+00
  -3.2270036e+00  -3.2618614e-01
   3.7185621e+00  -9.9200453e-02
  -1.6032397e+00   9.2854417e-01
   2.3781117e-01  -1.0281720e+00
   3.6333273e-01   1.0418335e+00
  -2.2398205e+00  -7.0439794e-01
   3.7782574e+00   3.0384003e-02
  -2.7889614e+00   4.9181499e-01
   5.0020874e-01  -1.0548332e+00
   1.3317154e-01   1.0188026e+00
  -1.1420117e+00  -1.0331834e+00
   3.5985536e+00   1.7117027e-01
  -3.4915652e+00   2.2055639e-01
   9.4301956e-01  -1.0559121e+00
  -7.4277851e-02   1.0154546e+00
  -5.9648110e-01  -1.0609276e+00
   3.0469659e+00   3.9418892e-01
  -3.7542207e+00   6.6772070e-02
   1.8878932e+00  -8.3558609e-01
  -2.9350399e-01   1.0341686e+00
  -3.0341115e-01  -1.0352617e+00
   1.9391181e+00   8.1730995e-01
  -3.7589121e+00  -6.1341643e-02
   3.0123310e+00  -4.0722493e-01
   1.8544488e+00  -8.5331165e-01
  -3.0477173e-01   1.0673324e+00
  -2.1163731e-01  -1.0607947e+00
   1.3563367e+00   1.0006278e+00
  -3.6895690e+00  -1.4982651e-01
   3.6211134e+00  -1.8258295e-01
  -1.1575731e+00   1.0399658e+00
   1.6821862e-01  -1.0580400e+00
   3.5636696e-01   1.0708799e+00
  -2.1366544e+00  -7.4980805e-01
   3.8148984e+00   6.5941885e-02
  -3.3038452e+00   3.0860410e-01
   7.4408586e-01  -1.0799522e+00
  -4.5740992e-02   1.0530014e+00
  -5.4302441e-01  -1.0800388e+00
   2.9006702e+00   4.5722684e-01
  -3.8468681e+00   8.4487386e-03
   2.7465129e+00  -5.1514036e-01
  -4.9435770e-01   1.0783889e+00
  -7.3350374e-02  -1.0536824e+00
   8.2028161e-01   1.0767632e+00
  -3.3947779e+00  -2.7451474e-01
   3.7951660e+00  -8.3983923e-02
  -1.9411975e+00   8.2247351e-01
   3.2037935e-01  -1.0684283e+00
   1.9796179e-01   1.0598922e+00
  -1.2907365e+00  -1.0150196e+00
   3.6699584e+00   1.5965597e-01
  -3.6440523e+00   1.7205452e-01
   1.2154602e+00  -1.0298370e+00
  -1.8151737e-01   1.0588471e+00
  -3.3991531e-01  -1.0697750e+00
   2.0484072e+00   7.8305969e-01
   3.0758801e+00  -3.5914104e-01
  -6.0305291e-01   1.0121342e+00
  -2.1114938e-01  -9.4974653e-01
   1.7303302e+00   8.7315347e-01
  -3.6497777e+00  -3.0708039e-02
   2.1881764e+00  -7.0921885e-01
  -3.1692416e-01   9.6687582e-01
  -4.6735411e-01  -9.9295530e-01
   2.7434463e+00   4.9089417e-01
  -3.5813699e+00   1.1343021e-01
   1.2331692e+00  -9.9610149e-01
  -7.9423278e-02   9.3574167e-01
  -8.2660030e-01  -1.0269632e+00
   3.3754726e+00   2.3151602e-01
  -3.2277671e+00   2.9679920e-01
   6.9523258e-01  -1.0210027e+00
   1.5140310e-01   9.4206700e-01
  -1.4874585e+00  -9.4300226e-01
