   1.6659016e+00  -7.1756036e-01
  -3.3701402e-02   9.1535600e-01
  -1.5366263e+00  -7.6547842e-01
   2.5573935e+00  -1.5063428e-01
  -8.1059959e-01   9.1245970e-01
  -4.8558243e-01  -9.2089224e-01
   2.3542757e+00   3.4894004e-01
  -2.0136629e+00   5.5791046e-01
   2.2592579e-01  -9.1731809e-01
   1.1867660e+00   8.6220985e-01
  -2.6072118e+00   1.7288889e-02
   1.1014939e+00  -8.7830600e-01
   2.7800052e-01   9.1816735e-01
  -2.0960029e+00  -5.1328180e-01
   2.2950518e+00  -3.9097800e-01
  -4.2889298e-01   9.2042876e-01
  -8.8246065e-01  -9.0680716e-01
   2.5783391e+00   1.1481710e-01
  -1.4413043e+00   7.9668785e-01
  -8.3898184e-02  -9.1561259e-01
   1.7612636e+00   6.7821227e-01
  -2.4851281e+00   2.3775418e-01
   6.5403939e-01  -9.1948702e-01
   6.2596241e-01   9.2009317e-01
  -2.4675762e+00  -2.5492107e-01
   1.8032345e+00  -6.5983861e-01
  -1.0635729e-01   9.1579414e-01
  -1.3993085e+00  -8.0929862e-01
   2.5858460e+00  -9.9037254e-02
  -9.1558981e-01   9.0362061e-01
  -4.0411945e-01  -9.2013295e-01
   2.2665372e+00   4.1007855e-01
  -2.1309705e+00   4.9341104e-01
   3.0150769e-01  -9.1856067e-01
   1.0646182e+00   8.8437324e-01
  -2.6054652e+00  -3.2725634e-02
   1.2258996e+00  -8.5384366e-01
   2.0295202e-01   9.1696736e-01
  -1.9753411e+00  -5.7772471e-01
   2.3785704e+00  -3.3056791e-01
  -5.1141744e-01   9.2097993e-01
  -7.7959353e-01  -9.1439555e-01
   2.5461882e+00   1.6683082e-01
  -1.5794453e+00   7.5030996e-01
  -1.1360586e-02  -9.1531157e-01
   1.6230669e+00   7.3413791e-01
  -2.5335859e+00   1.8347073e-01
   7.4867449e-01  -9.1604314e-01
   5.3808545e-01   9.2097260e-01
  -2.4019506e+00  -3.1211879e-01
   1.9354466e+00  -5.9774401e-01
